"","age","gender","country","education","income","ITM_001","ITM_002","ITM_003","ITM_004","ITM_005","ITM_006","ITM_007","ITM_008","ITM_009","ITM_010","ITM_011","ITM_012","ITM_013","ITM_014","ITM_015","ITM_016","ITM_017","ITM_018","ITM_019","ITM_020","ITM_021","ITM_022","ITM_023","ITM_024","ITM_025","ITM_026","ITM_027","ITM_028","ITM_029","ITM_030","ITM_031","ITM_032","ITM_033","ITM_034","ITM_035","ITM_036","ITM_037","ITM_038","ITM_039","ITM_040","ITM_041","ITM_042","ITM_043","ITM_044","ITM_045","ITM_046","ITM_047","ITM_048","ITM_049","ITM_050","ITM_051","ITM_052","ITM_053","ITM_054","ITM_055","ITM_056","ITM_057","ITM_058","ITM_059","ITM_060","ITM_061","ITM_062","ITM_063","ITM_064","ITM_065","ITM_066","ITM_067","ITM_068","ITM_069","ITM_070","ITM_071","ITM_072","ITM_073","ITM_074","ITM_075","ITM_076","ITM_077","ITM_078","ITM_079","ITM_080","ITM_081","ITM_082","ITM_083","ITM_084","ITM_085","ITM_086","ITM_087","ITM_088","ITM_089","ITM_090","ITM_091","ITM_092","ITM_093","ITM_094","ITM_095","ITM_096","ITM_097","ITM_098","ITM_099","ITM_100","ITM_101","ITM_102","ITM_103","ITM_104","ITM_105","ITM_106","ITM_107","ITM_108","ITM_109","ITM_110","ITM_111","ITM_112","ITM_113","ITM_114","ITM_115","ITM_116","ITM_117","ITM_118","ITM_119","ITM_120","ITM_121","ITM_122","ITM_123","ITM_124","ITM_125","ITM_126","ITM_127","ITM_128","ITM_129","ITM_130","ITM_131","ITM_132","ITM_133","ITM_134","ITM_135","ITM_136","ITM_137","ITM_138","ITM_139","ITM_140","ITM_141","ITM_142","ITM_143","ITM_144","ITM_145","ITM_146","ITM_147","ITM_148","ITM_149","ITM_150","ITM_151","ITM_152","ITM_153","ITM_154","ITM_155","ITM_156","ITM_157","ITM_158","ITM_159","ITM_160","ITM_161","ITM_162","ITM_163","ITM_164","ITM_165","ITM_166","ITM_167","ITM_168","ITM_169","ITM_170","ITM_171","ITM_172","ITM_173","ITM_174","ITM_175","ITM_176","ITM_177","ITM_178","ITM_179","ITM_180","ITM_181","ITM_182","ITM_183","ITM_184","ITM_185","ITM_186","ITM_187","ITM_188","ITM_189","ITM_190","ITM_191","ITM_192","ITM_193","ITM_194","ITM_195","ITM_196","ITM_197","ITM_198","ITM_199","ITM_200","ITM_201","ITM_202","ITM_203","ITM_204","ITM_205","ITM_206","ITM_207","ITM_208","ITM_209","ITM_210","ITM_211","ITM_212","ITM_213","ITM_214","ITM_215","ITM_216","ITM_217","ITM_218","ITM_219","ITM_220","ITM_221","ITM_222","ITM_223","ITM_224","ITM_225","ITM_226","ITM_227","ITM_228","ITM_229","ITM_230","ITM_231","ITM_232","ITM_233","ITM_234","ITM_235","ITM_236","ITM_237","ITM_238","ITM_239","ITM_240","ITM_241","ITM_242","ITM_243","ITM_244","ITM_245","ITM_246","ITM_247","ITM_248","ITM_249","Anxietate"
"714",39,"Female","ro","College","1001-2000",4,5,5,5,5,5,4,4,5,4,5,4,5,5,4,3,6,4,5,5,4,3,5,4,5,3,4,5,5,4,6,5,4,4,4,4,6,5,6,5,5,3,4,5,5,4,2,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,5,4,4,4,4,4,5,3,3,4,4,5,3,4,4,3,3,4,4,5,3,3,5,4,4,4,4,4,4,3,5,5,5,5,4,3,4,5,4,5,4,4,4,5,3,4,2,5,3,4,3,2,3,4,5,4,5,4,5,2,5,4,4,5,4,5,5,5,5,3,4,3,5,4,5,5,5,4,5,4,6,5,5,5,5,5,5,5,4,3,3,2,4,5,4,4,5,3,3,5,5,6,4,4,4,3,4,4,5,4,4,4,3,5,6,5,4,4,4,4,3,4,4,3,4,2,4,5,3,5,4,5,4,4,4,5,4,5,4,4,4,2,4,5,4,4,4,4,5,5,5,4,4,4,4,4,3,3,3,4,4,4,4,4,5,5,5,4,4,3,5,4,5,6,6,6,6,6,6,6,6,6,6,6,6,79
"715",31,"Female","ru","Master","201-500",3,3,5,4,1,3,2,4,6,5,3,2,4,3,3,1,6,5,6,5,4,2,1,3,1,3,6,6,5,3,6,5,4,5,2,5,6,3,2,5,5,3,4,3,4,5,1,4,1,5,5,6,5,4,4,3,5,1,6,3,4,4,3,5,3,3,1,3,1,3,6,6,6,4,6,6,5,6,6,3,4,4,5,4,6,5,5,3,5,5,3,6,2,5,5,6,5,1,4,1,3,4,1,3,6,6,6,3,6,1,2,3,1,5,5,4,3,2,2,1,1,5,3,1,3,4,2,5,4,4,3,2,6,3,4,3,2,4,6,3,4,3,3,6,1,2,3,4,2,2,5,3,3,4,4,4,4,2,6,6,2,4,3,4,6,6,5,5,5,1,2,6,4,2,5,3,3,6,3,1,1,6,2,3,5,5,1,3,6,5,5,5,4,1,6,6,3,4,3,2,1,5,3,3,6,2,5,6,6,3,3,6,5,4,5,5,3,5,6,3,1,2,4,6,2,2,1,2,1,5,6,3,6,6,6,6,4,6,6,6,6,6,6,6,1,1,1,6,6,82
"716",26,"Female","ro","College","1001-2000",4,1,5,4,4,5,4,4,5,2,3,4,3,3,4,3,3,3,4,1,2,1,3,2,6,3,4,3,4,3,6,4,2,4,3,5,2,5,5,3,2,2,3,4,3,4,4,4,4,3,6,1,3,2,5,2,2,1,4,2,1,3,5,5,4,1,2,4,4,1,4,3,2,6,3,3,3,4,2,4,2,3,4,2,3,4,2,3,3,3,2,3,4,4,6,2,3,3,2,4,4,3,5,3,2,4,3,4,1,6,3,5,5,5,3,4,3,3,4,3,4,4,2,1,4,5,4,4,4,5,5,4,2,5,4,2,2,4,5,3,4,2,2,4,4,2,3,2,2,4,5,5,4,2,2,3,1,4,3,1,5,2,2,3,2,3,2,3,4,2,2,4,3,1,3,3,1,2,2,2,5,3,2,2,3,3,2,3,4,4,2,2,5,2,1,3,2,4,4,5,2,1,3,4,4,1,4,1,5,1,2,3,3,3,3,5,4,5,4,3,4,4,4,3,4,1,1,5,2,1,3,2,1,2,2,3,1,1,1,1,1,6,1,6,6,1,1,1,1,68
"717",44,"Female","ro","Master","3001-5000",5,4,5,6,5,6,5,6,6,3,5,5,5,5,4,6,6,5,5,4,5,6,5,5,4,4,4,4,6,6,6,6,3,5,3,5,6,2,3,4,5,4,4,2,4,4,5,4,6,5,3,5,5,5,4,5,4,3,4,5,5,5,4,5,5,5,5,5,3,5,5,6,3,4,4,5,4,5,5,5,3,4,5,6,5,5,5,4,4,5,4,4,4,4,5,4,5,5,3,3,5,5,5,5,5,3,4,3,5,6,5,6,5,5,5,5,4,4,5,5,4,4,5,3,5,5,4,2,4,4,4,4,5,4,4,5,2,4,3,5,3,4,5,4,4,4,4,3,5,5,5,5,4,4,4,3,4,5,5,4,4,4,4,3,4,5,5,4,5,5,5,5,3,4,4,5,4,4,4,5,4,4,5,5,5,5,5,3,4,5,4,5,4,4,4,5,3,5,4,4,5,5,4,4,4,4,5,5,4,5,4,4,4,4,4,3,4,4,5,4,3,4,4,4,5,5,4,4,5,5,5,5,5,5,5,3,5,6,6,6,6,6,6,6,6,6,6,6,6,87
"718",35,"Female","ro","PhD","201-500",6,4,6,6,5,6,5,5,6,5,5,3,4,4,6,3,4,4,4,4,3,4,5,3,4,3,4,5,4,3,6,5,5,4,4,4,4,5,3,5,5,3,5,2,5,4,3,2,6,6,4,4,5,3,5,3,4,3,5,4,5,4,5,6,6,6,5,6,4,5,5,5,2,5,6,4,3,4,6,4,5,6,3,4,4,2,5,3,5,5,4,5,1,4,6,4,5,3,3,5,5,4,5,4,4,3,5,6,2,5,4,6,6,6,5,5,6,4,4,6,4,5,3,1,3,3,4,3,4,5,6,4,6,4,4,4,4,5,4,3,3,3,5,3,6,6,6,4,6,6,6,6,5,5,4,4,4,2,4,4,5,3,4,4,4,5,5,5,5,3,3,4,4,4,4,2,6,4,4,4,5,5,4,5,5,5,4,4,4,5,4,3,3,4,4,4,5,5,4,5,3,4,4,5,5,1,5,5,5,3,4,4,4,4,5,3,4,5,5,2,3,5,5,5,5,4,3,2,5,6,5,5,4,6,6,4,4,6,6,1,6,6,1,6,6,6,6,6,6,80
"719",60,"Female","ro","High school","under 200",6,1,5,6,6,3,5,6,6,6,5,3,2,3,6,1,6,4,6,1,5,3,6,3,6,5,1,1,6,6,6,6,6,6,1,4,6,6,2,5,6,1,6,1,6,6,6,4,6,5,6,4,6,2,6,6,6,6,1,6,6,5,5,6,6,6,2,6,6,6,6,5,1,6,5,3,1,6,5,3,6,6,6,6,5,6,1,2,5,5,1,3,5,6,5,1,3,6,6,5,5,5,4,4,6,4,5,3,5,6,5,6,6,6,5,3,5,3,3,6,6,6,6,1,6,3,5,1,5,6,5,5,6,5,5,5,5,3,5,6,6,1,6,5,6,5,5,2,5,5,6,5,5,3,6,1,2,6,6,6,6,5,5,5,6,6,5,5,6,6,6,6,3,1,3,5,6,1,5,6,5,2,5,4,5,5,5,4,6,5,5,5,3,6,6,6,3,1,5,5,6,6,4,3,5,1,4,3,5,5,5,5,2,4,5,5,5,5,5,5,5,2,4,5,5,4,5,2,3,3,6,4,4,5,5,5,4,1,6,1,1,1,1,6,6,6,6,1,6,86
"720",37,"Female","ro","College","201-500",6,5,5,6,6,1,5,6,6,6,6,5,5,4,3,6,6,4,6,4,4,6,6,6,6,5,6,6,6,5,6,6,6,6,4,5,6,6,6,5,4,3,6,5,6,3,3,5,5,6,6,5,6,4,6,4,6,5,6,5,6,6,6,6,5,6,4,6,6,5,6,6,6,6,5,4,4,6,6,6,6,6,5,5,6,4,6,4,5,5,4,5,4,6,6,6,5,6,5,6,6,5,6,4,6,6,6,2,4,6,5,4,5,6,6,5,6,6,6,6,3,4,5,2,6,6,5,5,6,6,6,4,5,5,6,5,4,5,6,6,1,5,5,4,6,4,5,4,5,6,6,6,6,6,6,3,4,4,6,5,6,6,5,6,6,6,6,6,6,4,6,4,6,4,6,6,6,3,5,6,5,5,5,4,5,6,6,3,5,3,5,6,4,5,5,6,5,4,6,5,6,5,5,3,5,2,6,6,6,5,5,5,6,6,6,6,5,6,6,4,3,6,6,6,6,5,4,4,5,6,6,6,5,6,6,3,5,6,1,1,6,6,1,6,6,6,6,6,6,101
"721",38,"Male","ro","College","201-500",5,6,6,5,6,1,4,6,6,4,4,6,6,6,4,4,6,1,6,6,6,6,5,6,6,5,6,6,6,6,6,5,6,6,6,6,6,4,5,5,2,6,6,6,6,2,1,6,6,6,6,6,5,6,6,6,6,6,6,3,6,6,6,6,5,6,6,6,6,6,4,6,6,2,6,6,6,6,6,6,4,6,6,4,5,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,3,5,6,6,6,6,5,6,6,2,3,4,6,6,6,6,6,6,6,6,1,4,6,5,6,6,6,6,4,6,5,5,6,6,6,6,6,6,1,6,3,6,6,4,6,2,3,1,6,6,3,6,6,4,4,6,6,6,6,6,6,6,5,6,6,6,6,6,4,1,6,5,5,6,6,6,6,6,6,4,5,6,6,6,6,6,5,6,6,6,6,5,4,6,6,6,6,1,6,6,5,6,6,6,3,5,5,6,4,6,6,5,6,6,4,4,4,6,6,6,3,5,6,6,6,6,6,4,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,106
"722",39,"Male","fr","Master","over 5001",4,4,4,5,4,4,1,6,5,3,3,4,5,5,4,2,3,4,4,4,4,4,4,5,5,3,3,5,5,4,5,4,2,5,4,4,5,4,4,5,5,2,3,5,5,3,5,5,5,4,5,5,4,3,5,4,4,2,4,5,5,5,4,5,5,3,5,5,6,4,5,4,4,2,4,5,5,5,5,5,5,5,4,5,5,5,4,3,3,4,4,2,4,5,5,5,5,3,4,4,2,4,5,4,3,5,3,5,5,5,3,5,4,5,5,5,4,4,5,4,2,4,5,2,5,5,4,2,2,4,4,3,4,5,5,4,4,5,3,3,2,4,4,2,3,2,5,5,5,5,3,4,4,4,4,5,3,5,4,3,5,4,3,4,3,4,4,5,5,3,4,3,4,4,4,2,4,4,5,3,5,5,5,5,5,5,5,3,5,4,5,3,5,4,5,5,5,5,4,3,3,6,5,5,2,2,5,4,5,5,4,3,4,3,4,2,4,4,4,5,3,5,5,3,5,4,4,5,2,4,4,3,5,4,5,2,5,6,1,1,6,6,6,6,6,6,1,6,6,83
"723",47,"Female","ro","High school","201-500",5,4,5,5,6,5,5,6,5,4,5,3,4,4,4,5,2,5,5,3,5,4,4,4,5,2,5,4,4,4,4,2,3,5,3,2,3,5,4,5,4,3,5,3,5,5,3,3,4,4,4,5,5,3,4,2,5,4,5,4,4,5,4,3,5,3,3,3,5,5,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,3,4,3,5,2,6,5,4,4,5,3,5,4,5,5,3,4,5,4,3,5,5,4,4,2,5,4,5,5,5,5,4,5,5,5,5,5,1,5,5,3,4,2,5,4,4,6,4,5,4,5,5,5,5,2,3,5,6,5,5,5,5,3,5,5,4,5,4,4,3,4,4,5,5,5,4,3,5,5,2,3,6,5,2,5,5,5,4,3,4,3,3,4,5,4,5,4,3,5,4,4,4,4,4,5,3,5,5,4,5,4,4,4,5,4,5,5,5,3,1,3,5,5,3,4,5,5,5,4,4,4,5,5,3,4,3,4,4,4,3,4,4,2,3,5,4,4,3,6,4,5,6,6,6,6,6,6,6,6,6,6,6,6,73
"724",47,"Female","ro","College","201-500",4,3,5,5,5,5,3,6,4,3,4,5,3,5,4,2,6,3,6,4,4,6,6,6,5,3,6,5,6,6,6,3,5,5,3,6,6,4,5,5,5,5,5,3,5,4,3,6,3,5,6,6,6,6,5,4,5,5,2,6,6,5,5,5,5,6,6,5,4,6,5,6,1,4,6,5,4,5,6,6,3,6,6,3,5,5,2,1,4,4,4,4,5,5,6,6,4,5,1,6,4,6,6,5,5,6,6,5,5,3,3,3,5,4,6,6,6,2,6,6,4,4,4,1,6,6,3,5,5,5,6,4,6,5,5,5,5,5,6,2,3,4,5,6,5,6,6,3,6,6,6,6,5,5,6,6,6,4,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,4,5,3,5,5,6,4,5,6,6,5,5,5,5,4,5,6,3,5,4,6,6,5,5,2,5,5,3,6,6,5,4,1,5,6,6,6,6,5,6,5,6,6,5,5,5,5,4,5,4,5,5,6,5,4,4,6,5,6,6,6,6,4,6,6,6,1,6,6,1,1,6,6,6,6,6,96
"725",36,"Female","ro","College","501-1000",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,5,6,5,6,6,6,6,6,6,6,6,6,5,6,5,6,6,6,6,6,6,6,6,6,6,5,6,5,6,6,6,6,6,6,5,6,6,6,6,5,6,5,6,6,6,6,6,6,6,6,5,6,6,5,6,6,6,6,6,6,5,4,6,6,6,1,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,5,6,5,6,5,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,5,6,5,5,6,6,6,4,6,6,6,6,5,6,6,6,6,5,6,6,6,6,6,6,6,6,5,5,6,6,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,6,6,6,5,6,6,5,6,6,6,5,5,5,6,5,6,5,5,6,6,6,6,5,5,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,104
"726",34,"Male","ro","PhD","1001-2000",5,3,5,5,5,5,5,4,6,3,5,2,3,3,4,4,6,4,5,3,2,2,4,6,3,4,5,5,6,6,6,5,5,4,3,6,5,4,4,5,4,4,5,4,5,5,5,5,6,5,5,4,5,4,5,4,4,1,5,5,5,3,5,4,5,4,5,6,6,5,2,4,2,2,5,5,2,2,4,5,4,5,3,5,4,4,4,5,4,5,3,3,4,5,5,5,5,4,4,4,5,5,5,4,4,2,4,3,3,6,3,3,5,5,5,5,5,4,6,5,4,4,4,1,5,5,5,4,3,6,5,5,5,5,5,3,4,4,5,4,2,3,5,4,5,5,4,3,2,4,5,6,4,5,4,4,3,3,4,4,5,4,2,6,3,6,4,4,4,2,4,3,5,2,5,4,5,2,5,2,5,5,6,4,5,5,3,4,4,2,4,4,3,5,5,4,5,4,4,4,4,4,4,4,2,1,3,5,6,3,3,4,5,5,5,6,5,4,5,3,3,5,5,6,5,2,4,2,3,2,5,5,5,5,4,3,3,1,1,1,1,1,1,6,6,6,6,6,6,88
"727",38,"Male","be","Master","3001-5000",3,2,6,2,2,4,3,4,5,3,3,4,4,3,4,4,4,4,5,2,4,4,3,3,4,4,5,3,2,3,5,3,3,3,2,4,3,3,5,2,2,5,3,5,4,4,2,2,5,3,3,2,6,3,6,2,3,3,5,2,5,2,2,6,3,2,5,5,4,1,5,5,1,3,4,5,4,3,4,5,3,5,3,4,2,5,3,2,3,3,4,3,5,4,4,4,4,3,5,4,3,4,4,5,3,3,3,5,4,3,3,2,6,6,4,6,3,2,3,3,4,3,3,4,3,4,2,4,5,4,5,3,4,2,4,4,5,5,5,3,5,3,2,3,1,3,2,3,1,2,3,6,5,3,3,2,2,2,4,2,4,3,3,3,3,4,4,4,2,4,4,3,4,2,3,3,4,2,3,3,4,6,5,5,6,4,3,4,3,3,3,3,5,2,1,4,3,3,2,4,3,3,4,5,3,3,3,4,5,4,3,5,2,4,4,4,2,4,3,4,2,3,5,3,3,3,4,5,2,2,2,2,4,3,1,3,2,1,1,6,6,1,1,6,6,1,1,1,6,82
"728",37,"Female","ro","Master","1001-2000",4,3,4,5,5,5,4,4,6,5,5,4,3,4,6,5,6,5,6,4,6,6,6,3,5,2,5,2,6,5,6,4,6,6,4,6,6,5,5,5,6,2,4,2,6,5,6,4,2,6,6,5,5,4,6,4,6,1,2,5,5,4,5,5,6,6,6,6,5,2,6,6,1,6,5,4,5,6,5,6,6,6,6,6,6,6,4,4,5,6,5,4,6,5,6,6,6,6,4,5,6,6,6,6,5,6,6,5,6,6,5,5,6,6,5,5,5,4,6,6,6,6,6,1,6,6,6,5,5,6,5,6,6,5,5,6,6,5,5,6,5,6,6,6,6,6,5,5,6,6,6,6,6,6,6,2,5,5,6,6,6,5,6,6,5,6,6,5,5,6,5,5,6,4,6,6,5,1,6,6,6,5,6,6,4,6,5,5,5,5,6,6,5,5,5,6,6,2,6,6,4,6,4,5,6,1,6,6,5,5,4,4,6,6,5,5,6,6,6,5,6,5,5,6,4,4,4,4,5,5,6,4,4,5,6,6,5,6,1,6,6,6,1,6,1,6,6,6,6,101
"729",27,"Female","ro","College","501-1000",4,3,3,3,4,4,3,4,4,4,4,3,3,4,3,4,5,4,5,3,4,4,4,4,4,3,5,5,4,4,5,5,5,5,4,5,5,4,4,3,4,3,3,3,4,3,3,3,3,5,3,4,4,3,4,3,4,3,4,3,3,4,3,3,3,3,4,4,4,3,4,3,3,3,3,4,4,5,4,4,4,4,4,5,4,4,5,4,5,4,3,4,5,6,5,5,5,6,4,4,4,6,5,4,4,5,3,4,3,5,3,4,4,4,4,4,5,4,2,4,3,4,4,1,5,4,3,3,4,6,5,3,5,6,6,4,2,3,4,6,4,3,5,3,4,4,6,5,6,4,3,6,3,3,6,4,3,6,6,6,4,4,4,6,6,6,6,4,5,5,5,6,5,4,5,3,4,4,5,5,5,5,5,4,4,5,6,4,4,5,4,4,4,4,5,5,5,5,4,5,5,5,4,4,4,2,5,6,5,4,4,4,5,5,5,4,5,5,5,4,3,4,4,5,4,4,4,5,4,3,5,5,5,4,5,5,5,6,6,6,6,1,1,6,6,6,6,6,6,89
"730",38,"Female","ro","High school","1001-2000",4,4,5,4,5,3,2,2,6,1,2,3,3,4,6,1,5,5,6,5,6,6,6,3,4,1,6,3,6,3,5,5,4,3,3,2,2,3,3,1,5,1,2,1,6,3,5,6,4,6,3,3,6,4,3,3,4,1,3,4,2,1,2,3,6,1,4,6,5,6,6,6,1,4,2,4,3,4,2,4,2,5,4,6,6,4,1,4,6,6,4,2,5,6,3,6,4,6,4,2,4,5,5,2,5,2,3,5,4,6,3,6,5,6,2,5,4,4,4,2,3,6,6,5,6,4,5,3,2,6,4,4,6,5,6,3,2,1,6,6,2,4,6,6,4,2,6,4,6,6,3,4,4,6,6,6,2,6,6,6,6,5,4,4,6,6,6,5,4,4,4,5,4,4,5,1,3,2,6,4,4,4,4,4,2,4,5,3,5,2,3,4,2,4,4,3,6,5,3,6,6,5,3,2,4,5,3,3,5,5,3,2,4,5,6,5,3,1,6,4,5,5,4,5,1,5,2,5,2,2,6,2,4,5,4,3,4,6,6,1,1,1,1,6,1,6,6,1,1,82
"731",29,"Male","ro","College","501-1000",6,2,5,6,5,5,3,6,6,4,5,2,3,2,5,3,3,3,5,2,3,4,5,1,4,3,3,5,4,2,6,3,3,6,2,5,3,2,2,5,1,3,2,5,5,3,6,3,5,6,5,5,5,4,4,2,4,2,3,2,4,2,5,4,6,3,5,5,6,5,4,5,2,3,5,4,2,4,6,6,4,3,2,5,6,5,1,5,3,5,2,3,4,2,6,6,2,2,2,5,2,3,5,3,2,5,2,4,5,5,2,3,5,5,6,5,6,3,6,5,2,6,2,1,3,5,4,5,6,5,5,3,5,5,4,2,2,5,5,2,2,2,6,3,3,2,5,2,5,4,2,5,6,5,2,3,2,1,4,2,5,2,2,5,1,5,5,6,6,1,4,2,2,1,4,5,6,2,3,2,6,6,4,3,5,5,6,3,6,2,4,2,6,5,3,5,2,3,6,6,1,5,5,2,2,2,6,6,6,5,2,6,5,2,5,6,6,6,6,3,5,2,6,3,2,1,2,2,1,3,5,4,4,2,2,2,2,1,1,1,1,1,1,6,6,6,6,1,1,75
"732",31,"Male","ro","College","1001-2000",5,2,3,5,5,4,2,5,5,4,4,2,4,2,3,4,2,3,3,2,5,4,2,2,2,3,4,4,4,4,6,4,2,4,4,3,3,3,3,4,4,4,3,4,4,3,3,2,3,4,4,3,4,1,4,2,3,1,3,2,3,2,4,4,5,3,4,5,4,2,4,5,1,2,3,3,3,2,2,2,2,3,4,4,4,4,2,3,3,4,3,4,4,3,5,4,1,3,1,4,3,3,3,4,3,3,2,4,2,3,3,3,4,4,4,4,2,3,5,4,3,4,4,2,4,3,4,3,3,4,4,4,5,4,3,4,3,4,3,3,4,3,3,4,4,3,3,2,4,3,3,4,4,3,4,2,3,4,4,4,4,3,4,5,4,2,3,3,3,4,4,4,4,2,3,3,4,2,2,3,4,4,2,4,3,3,3,4,4,3,4,3,2,3,2,4,3,3,4,5,3,3,3,2,2,1,3,3,4,2,2,3,3,3,5,4,4,4,4,3,3,3,4,3,3,3,2,4,1,3,5,3,2,3,4,4,2,1,1,1,1,1,1,1,1,1,1,1,6,60
"733",22,"Female","gb","College","501-1000",5,5,6,6,6,5,5,6,4,5,5,6,5,6,6,5,6,5,6,5,3,5,4,6,5,5,4,6,6,6,6,5,6,6,4,6,6,5,5,4,5,5,6,4,5,4,5,5,5,6,5,5,6,4,5,5,5,4,5,4,6,6,5,4,6,6,6,6,6,5,6,5,6,4,6,6,4,5,5,5,5,6,6,5,6,5,5,5,6,6,5,5,5,6,5,5,6,6,6,6,6,6,5,6,5,5,5,4,4,6,4,4,5,6,5,6,5,5,6,6,5,5,4,2,5,6,6,4,5,6,6,4,6,6,6,5,6,5,5,6,5,5,6,5,6,6,6,5,6,6,6,5,6,5,6,4,6,6,6,5,6,5,6,6,6,6,6,6,5,4,5,5,6,4,5,4,5,5,6,5,5,5,5,5,6,5,5,5,5,6,5,6,5,5,6,6,5,6,5,5,6,6,6,6,3,2,6,6,5,4,5,6,6,5,5,6,6,6,6,5,6,4,4,6,6,5,5,5,4,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,102
"734",38,"Female","ro","Master","1001-2000",5,4,3,6,5,4,3,6,5,5,6,4,3,4,5,5,4,4,4,3,3,5,5,3,4,4,5,4,4,5,5,5,5,4,3,3,3,5,5,6,3,3,5,4,4,3,4,3,4,4,5,5,5,4,4,3,4,4,5,4,4,3,5,5,4,4,4,4,3,4,5,3,2,5,4,4,3,5,5,5,5,5,6,5,2,3,4,4,4,5,4,4,5,4,5,4,4,3,4,4,3,5,5,4,5,4,3,4,3,5,3,5,4,4,4,5,4,4,3,3,5,3,3,5,5,5,5,3,5,4,3,2,6,5,4,4,4,4,4,4,5,3,4,4,5,3,5,4,4,4,5,4,5,3,5,3,3,3,4,4,5,4,3,5,4,3,2,5,2,3,5,4,4,3,3,3,3,3,6,4,3,3,3,3,5,4,4,5,4,3,4,4,3,3,3,4,4,5,4,4,5,6,4,3,3,4,3,3,4,4,3,3,5,3,5,5,3,5,4,4,5,5,5,5,5,5,5,3,4,5,3,3,3,4,5,5,3,6,6,6,6,6,1,6,6,6,6,6,6,71
"735",47,"Female","ro","PhD","under 200",3,3,4,2,4,2,2,5,5,4,3,4,4,2,2,3,5,5,5,4,2,2,5,5,3,2,6,6,2,4,6,4,3,5,2,5,2,5,4,5,5,6,5,4,1,5,4,2,5,5,6,5,5,1,4,2,2,1,6,4,2,2,2,5,4,2,4,5,5,5,6,6,2,5,1,3,4,5,6,4,5,4,3,5,2,1,1,5,6,5,1,5,5,2,6,6,6,5,5,5,3,5,1,1,2,5,4,2,4,5,1,5,4,5,2,5,6,2,6,4,2,2,4,1,5,5,5,4,5,5,4,5,6,4,4,4,4,3,6,4,3,1,5,6,6,2,5,1,6,5,2,6,5,5,5,5,5,2,1,2,6,5,4,6,4,6,5,5,5,3,2,6,6,2,4,1,5,4,6,2,5,5,5,5,5,5,2,4,4,2,4,5,5,4,5,5,5,6,1,5,2,6,4,2,5,1,5,5,2,4,5,5,5,5,5,4,5,5,6,2,5,5,5,3,5,2,2,1,4,1,4,4,4,4,6,5,1,1,1,1,1,1,6,6,6,6,6,1,6,78
"736",48,"Female","in","College","over 5001",5,6,6,6,5,5,5,4,6,5,6,5,5,4,4,5,6,5,6,5,5,5,4,6,6,5,5,5,6,5,6,5,5,6,3,6,6,5,6,3,5,5,6,4,5,5,5,4,5,5,6,5,5,2,5,4,5,4,5,5,4,4,5,4,4,4,4,4,3,6,4,6,3,5,5,5,4,6,6,6,3,5,5,6,5,4,4,5,3,4,5,4,5,5,4,4,5,5,5,4,5,5,5,5,6,5,6,5,4,6,4,6,5,5,2,5,6,5,6,5,2,3,4,1,5,4,5,5,5,6,6,6,6,5,4,5,4,5,6,5,4,4,4,6,6,2,5,5,5,5,5,5,4,4,5,4,4,5,4,6,4,4,4,4,6,6,6,5,4,4,5,5,5,5,4,5,5,6,5,5,4,5,4,5,4,5,4,4,4,5,4,5,3,5,5,6,5,4,4,4,5,5,5,5,3,1,4,6,5,5,5,4,4,5,5,5,5,5,5,4,4,6,4,4,5,6,4,5,5,4,5,4,6,4,5,5,4,6,6,6,6,6,1,6,6,6,6,6,6,93
"737",23,"Male","ro","High school","501-1000",3,2,2,2,3,1,3,5,4,5,3,3,1,2,2,2,3,2,2,1,3,2,2,1,1,1,4,3,2,4,3,1,3,1,3,1,1,3,1,2,1,1,2,2,2,3,2,1,2,3,1,2,2,1,2,1,3,1,2,1,1,1,2,2,3,2,1,3,3,2,4,2,5,3,2,1,5,1,2,6,2,1,2,2,3,2,1,1,3,2,1,1,2,2,2,2,5,5,3,2,3,1,4,1,2,4,1,2,1,3,1,5,4,4,4,4,2,2,2,2,3,3,3,1,1,3,6,2,3,3,3,2,6,5,4,2,1,3,3,2,2,2,3,3,5,3,2,2,3,2,3,3,3,2,3,2,2,1,2,3,2,2,4,2,1,3,2,3,2,1,2,2,1,1,2,2,2,1,3,2,4,2,2,1,3,2,1,1,2,2,2,2,2,2,1,2,2,5,2,4,2,1,2,2,2,1,2,2,3,1,2,2,2,2,2,2,2,4,3,1,3,1,2,2,2,1,1,1,1,2,3,2,1,1,1,1,2,1,1,1,1,1,1,1,6,1,6,6,1,40
